track_id,type,year,month,day,hour,lon180,lat,area,timestamp
75,onset,1991,10,17,8,150.386524,51.414958,1181669000000.0,1991-10-17 08:00:00
75,peak,1991,10,20,10,-166.70511399999998,52.761001,10327540000000.0,1991-10-20 10:00:00
75,decay,1991,10,27,4,-164.071218,68.122394,1002776000000.0,1991-10-27 04:00:00
76,onset,1991,10,20,11,53.722875999999985,46.489701,1230888000000.0,1991-10-20 11:00:00
76,peak,1991,10,21,16,55.207257999999996,47.436939,3653320000000.0,1991-10-21 16:00:00
76,decay,1991,10,28,6,66.91971000000001,48.366425,1027116000000.0,1991-10-28 06:00:00
77,onset,1991,10,27,19,-87.78766999999999,60.046191,1161603000000.0,1991-10-27 19:00:00
77,peak,1991,10,31,0,-59.988518,54.649274,6003174000000.0,1991-10-31 00:00:00
77,decay,1991,11,6,6,-34.10423100000003,50.147447,1136693000000.0,1991-11-06 06:00:00
78,onset,1991,10,29,7,-144.08713699999998,52.823247,2623609000000.0,1991-10-29 07:00:00
78,peak,1991,11,4,0,175.15557,71.3968,10086610000000.0,1991-11-04 00:00:00
78,decay,1991,11,6,2,162.601649,69.6123,6878020000000.0,1991-11-06 02:00:00
79,onset,1991,11,6,2,62.329049,57.146799,1079631000000.0,1991-11-06 02:00:00
79,peak,1991,11,8,10,76.51543800000002,57.964295,3354412000000.0,1991-11-08 10:00:00
79,decay,1991,11,13,13,99.29075699999999,58.191885,1084341000000.0,1991-11-13 13:00:00
80,onset,1991,11,29,23,11.087109999999996,54.92645,1022482000000.0,1991-11-29 23:00:00
80,peak,1991,12,6,0,-7.035218999999984,64.668608,5242743000000.0,1991-12-06 00:00:00
80,decay,1991,12,11,18,13.056974999999994,56.494522,1008958000000.0,1991-12-11 18:00:00
81,onset,1991,12,21,10,-10.365432000000055,40.89745,1419601000000.0,1991-12-21 10:00:00
81,peak,1991,12,25,11,-14.185189000000037,48.980414,7198093000000.0,1991-12-25 11:00:00
81,decay,1991,12,31,5,6.610691000000003,53.522842,1026418000000.0,1991-12-31 05:00:00
82,onset,1991,12,26,17,-99.40624200000002,54.179359,1053901000000.0,1991-12-26 17:00:00
82,peak,1992,1,1,0,-83.906698,55.3899,4847660000000.0,1992-01-01 00:00:00
82,decay,1992,1,2,16,-66.09703200000001,51.884069,1371130000000.0,1992-01-02 16:00:00
84,onset,1992,1,10,16,-12.342088999999987,55.998791,1083586000000.0,1992-01-10 16:00:00
84,peak,1992,1,15,13,-15.622315999999955,57.476632,7359328000000.0,1992-01-15 13:00:00
84,decay,1992,1,26,18,34.49990700000001,48.808298,1040049000000.0,1992-01-26 18:00:00
85,onset,1992,1,25,1,-40.99484899999999,52.460648,1036424000000.0,1992-01-25 01:00:00
